id_cp;id;standard;tariff_id;max_power;voltage;ampere;format;power_type
DE*EWB*E00023*002;808;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00024*001;809;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00024*001;810;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00024*002;811;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00024*002;812;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00025*001;813;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00025*001;814;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00025*002;815;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00025*002;816;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00026*001;817;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00026*001;818;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00026*002;831;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00026*002;832;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00028*001;821;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00028*001;822;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00028*002;827;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00028*002;828;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00027*001;819;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00027*001;820;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00027*002;829;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00027*002;830;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00029*001;823;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00029*001;824;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00029*002;825;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00029*002;826;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00030*001;833;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00030*001;842;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00030*002;843;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00030*002;848;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00031*001;834;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00031*001;841;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00031*002;844;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00031*002;851;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00032*001;835;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00032*001;840;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00032*002;847;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00032*002;849;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00033*001;836;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00033*001;839;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00033*002;845;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00033*002;850;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00034*001;837;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00034*001;838;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00034*002;846;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00034*002;852;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00035*001;853;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00035*001;854;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00035*002;855;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00035*002;856;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00036*001;857;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00036*001;858;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00036*002;859;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00036*002;860;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00037*001;861;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00037*001;862;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00037*002;863;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00037*002;864;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00038*001;865;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00038*001;866;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00038*002;867;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00038*002;868;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00039*001;869;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00039*001;870;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00039*002;871;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00039*002;872;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00040*001;873;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00040*001;882;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00040*002;887;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00040*002;888;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00041*002;874;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00041*002;881;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00041*001;886;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00041*001;889;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00042*001;875;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00042*001;880;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00042*002;885;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00042*002;890;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00043*001;876;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00043*001;879;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00043*002;884;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00043*002;891;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00044*001;877;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00044*001;878;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00044*002;883;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00044*002;892;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00050*001;1082;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00050*001;1083;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00050*002;1084;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00050*002;1085;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00046*001;1086;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00046*001;1087;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00046*002;1088;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00046*002;1089;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00047*001;1090;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00047*001;1091;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00047*002;1092;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00047*002;1093;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00048*001;1094;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00048*001;1095;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00048*002;1096;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00048*002;1097;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00049*001;1098;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00049*001;1099;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00049*002;1100;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00049*002;1101;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00066*001;3222650;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00066*001;3222652;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00066*002;3222654;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00066*002;3222656;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00067*001;3222658;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00067*001;3222660;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00068*001;3222670;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00068*001;3222672;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00068*002;3222674;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00068*002;3222676;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00069*001;3222682;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00069*001;3222684;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00069*002;3222686;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00069*002;3222688;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00070*001;3222690;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00070*002;3222694;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00064*001;4214658;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00064*002;4214660;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00065*001;4214664;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00065*002;4214666;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00051*001;12074588;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00051*001;12074590;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00051*002;12074592;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00051*002;12074594;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00052*001;12235214;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00052*001;12235216;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00052*002;12235218;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00052*002;12235220;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*EWB*E00053*001;14507620;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00053*002;14507622;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00054*001;23118568;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00054*002;23118570;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00055*001;195004290;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00055*002;195004291;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00056*001;207062537;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00056*002;207062538;IEC_62196_T2_COMBO;;50;480;125;CABLE;DC
DE*EWB*E00056*003;207062539;CHADEMO;;50;480;125;CABLE;DC
DE*EWB*E00057*001;241960325;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00057*002;241960326;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00058*001;241960327;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*EWB*E00058*002;241960328;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*NET*E00001*001;1736658;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*NET*E00001*002;1736659;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*NET*E00002*001;1873000;IEC_62196_T2;;43;400;63;CABLE;AC_3_PHASE
DE*NET*E00002*002;1873001;CHADEMO;;50;500;120;CABLE;DC
DE*NET*E00002*003;1873002;IEC_62196_T2_COMBO;;50;500;125;CABLE;DC
DE*NET*E00003*001;1873003;IEC_62196_T2;;43;400;63;CABLE;AC_3_PHASE
DE*NET*E00003*002;3252350;CHADEMO;;50;500;120;CABLE;DC
DE*NET*E00003*003;3252352;IEC_62196_T2_COMBO;;50;500;125;CABLE;DC
DE*NET*E00004*001;128012392;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*NET*E00004*002;128012394;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20372*001;127923702;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20372*002;127923704;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20373*001;127923706;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20373*002;127923708;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20374*001;127923710;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20374*002;127923712;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20375*001;127923714;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20375*002;127923716;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20376*001;127923718;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20376*002;127923720;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20377*001;127923722;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20377*002;127923724;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20378*001;127923726;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20378*002;127923728;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20397*001;127923730;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20397*002;127923732;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20602*001;152730818;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20602*002;152730834;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E40002*001;127918538;CHADEMO;;50;400;200;CABLE;DC
DE*LVP*E40002*002;127918540;IEC_62196_T2_COMBO;;50;400;150;CABLE;DC
DE*LVP*E40002*003;127918542;IEC_62196_T2;;43;400;32;CABLE;AC_3_PHASE
DE*LVP*E40002*004;127918544;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20008*001;127923786;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20008*002;127923788;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20009*001;127923790;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20009*002;127923792;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20010*001;127923794;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20010*002;127923796;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20495*001;127923798;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20495*002;127923800;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20496*001;127923802;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20496*002;127923804;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20497*002;127923808;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20498*001;127923810;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20498*002;127923812;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20499*001;127923814;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20499*002;127923816;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00036*002;127712842;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00036*002;127712844;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00019*001;23169838;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00019*001;23169840;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00030*002;139422814;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00030*002;139422816;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00013*001;4250438;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00013*001;4250442;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00013*002;4250440;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00013*002;4250444;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00014*001;4459682;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00014*001;4459684;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00014*002;4459686;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00014*002;4459688;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00024*001;4459666;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00024*001;4459668;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00025*001;42723260;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00025*001;42723262;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00018*002;23080124;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00018*002;23080126;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00020*001;32084550;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00020*001;32084552;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00021*001;32084558;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00021*001;32084560;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00022*001;32084566;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00022*001;32084568;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00026*001;67367910;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00026*001;67367912;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00023*001;90436174;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00023*001;90436176;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00023*002;90436178;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00023*002;90436180;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00028*001;95749206;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00028*001;95749208;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00032*002;145902198;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00032*002;145902200;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00031*001;146486420;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00031*001;146486422;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00033*002;151645114;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00033*002;151645116;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00035*002;162624412;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00035*002;162624414;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00039*001;179129496;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00039*001;179129498;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00039*002;179129500;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00039*002;179129502;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*ETT*E00038*001;179884524;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*ETT*E00038*001;179884526;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*LVP*E20401*001;127918768;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20401*002;127918770;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20400*001;127918760;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20400*002;127918764;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20399*001;127918750;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20399*002;127918752;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20927*001;219162999;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20927*002;219163185;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E774457*001;240650319;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*LVP*E774457*002;240650321;IEC_62196_T1;;11;12;1111;CABLE;AC_1_PHASE
DE*LVP*E774457*002;240650320;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*LVP*E774458*001;240650322;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*LVP*E774458*002;240650323;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*LVP*E774459*001;240650324;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*LVP*E774459*002;240650325;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*LVP*E20402*001;127923882;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20402*002;127923884;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20403*001;127923886;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20403*002;127923888;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20404*001;127923890;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20404*002;127923892;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20405*001;127923894;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20405*002;127923896;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20406*001;127923898;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20406*002;127923900;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20087*001;127924188;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20087*002;127924190;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20088*001;127924192;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20088*002;127924194;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20089*001;127924196;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20089*002;127924198;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20090*001;127931738;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20091*001;127931742;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20092*001;127924200;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20092*002;127924202;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20086*001;127924184;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20086*002;127924186;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20085*001;127924180;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20085*002;127924182;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20084*001;127924176;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20084*002;127924178;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20083*001;127924172;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*LVP*E20083*002;127924174;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
